id,funded_amount,loan_amount,activity,sector,use,country_code,country,region,currency,partner_id,posted_time,disbursed_time,funded_time,term_in_months,lender_count,tags,repayment_interval,date,gender
1214363,350.0,575.0,Motorcycle Transport,Transportation,to buy new Moto Rickshaw for her husband with the help of some savings to generate greater income,PK,Pakistan,Lahore,PKR,247.0,2017-01-03 08:18:48+00:00,2016-12-28 08:00:00+00:00,,12.0,11,"#Biz Durable Asset, #Parent, user_favorite",irregular,2017-01-03,female
1147420,675.0,675.0,Taxi,Transportation,to pay the installment on her husband's taxi.,PK,Pakistan,Rawalpindi,PKR,247.0,2016-09-08 07:57:40+00:00,2016-09-05 07:00:00+00:00,2016-10-18 02:26:38+00:00,14.0,25,,monthly,2016-09-08,female
1057705,925.0,925.0,Farming,Agriculture,to buy fertilizer and to pay for plowing expenses,KH,Cambodia,Kampong Chhnang Province,KHR,9.0,2016-04-21 02:33:20+00:00,2016-03-30 07:00:00+00:00,2016-04-25 15:10:44+00:00,14.0,27,#Elderly,monthly,2016-04-21,female
785438,300.0,300.0,Food Production/Sales,Food,"to buy flavored cornflour, milk, sugar, corn, etc.",SV,El Salvador,,USD,81.0,2014-10-18 17:34:04+00:00,2014-10-15 07:00:00+00:00,2014-11-17 22:47:35+00:00,14.0,10,,monthly,2014-10-18,female
1034698,500.0,500.0,Food Production/Sales,Food,to buy corn by the quintal [a measurement equivalent to 46kg] and lime.,SV,El Salvador,,USD,81.0,2016-03-07 18:14:43+00:00,2016-02-25 08:00:00+00:00,2016-03-08 17:00:39+00:00,14.0,5,,monthly,2016-03-07,female
1202801,225.0,225.0,Sewing,Services,"to fund for her tailoring business and purchase a sewing machine to stitch churidars, kurtis etc.",IN,India,CS Azad nagar,INR,428.0,2016-12-13 11:51:10+00:00,2016-12-08 08:00:00+00:00,2017-01-08 01:17:28+00:00,14.0,3,,monthly,2016-12-13,female
786209,500.0,500.0,Sewing,Services,To buy a sewing machine for sewing clothing. ,PK,Pakistan,Lahore,PKR,247.0,2014-10-21 06:00:41+00:00,2014-09-29 07:00:00+00:00,2014-10-26 01:05:49+00:00,12.0,14,"#Woman Owned Biz, #Biz Durable Asset, #Supporting Family",irregular,2014-10-21,female
925669,800.0,800.0,Fruits & Vegetables,Food,to buy fruits and vegetables in quantity and an equilibrium scale for her husband's business.,PK,Pakistan,Lahore,PKR,247.0,2015-07-30 09:50:06+00:00,2015-07-08 07:00:00+00:00,2015-08-30 00:14:08+00:00,11.0,16,"#Parent, #Biz Durable Asset, #Vegan",irregular,2015-07-30,female
793574,300.0,300.0,Farming,Agriculture,to buy a water filter,KH,Cambodia,"Kampong Speu Province, Phnom Srouch District",KHR,204.0,2014-11-04 06:56:29+00:00,2014-10-10 07:00:00+00:00,2014-11-09 16:01:03+00:00,13.0,9,,monthly,2014-11-04,female
947560,175.0,175.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,KH,Cambodia,Kandal,KHR,311.0,2015-09-15 01:59:51+00:00,2015-09-06 07:00:00+00:00,2015-09-18 05:42:42+00:00,14.0,6,,monthly,2015-09-15,female
1159799,125.0,400.0,Tailoring,Services,to buy fabric to make clothing and also to buy agricultural supplies.,SV,El Salvador,Ciudad Barrios,USD,199.0,2016-09-28 16:44:35+00:00,2016-09-23 07:00:00+00:00,,14.0,5,#Fabrics,bullet,2016-09-28,male
804313,450.0,450.0,Food,Food,"to purchase stocks of peanuts, walnuts, and almonds",PK,Pakistan,Lahore,PKR,245.0,2014-11-24 11:43:58+00:00,2014-11-17 08:00:00+00:00,2014-12-18 02:21:25+00:00,14.0,16,"#Vegan, #Woman Owned Biz",monthly,2014-11-24,female
960029,500.0,600.0,Fruits & Vegetables,Food,to purchase cashews in bulk so that his inventory is stocked to satisfy his customers' demands.,SV,El Salvador,,USD,167.0,2015-10-08 14:56:10+00:00,2015-09-22 07:00:00+00:00,,14.0,9,"#Single, #Supporting Family, #Vegan",monthly,2015-10-08,male
1131996,400.0,400.0,Tailoring,Services,"to purchase more reels of threads, packs of buttons, ribbons and laces",PK,Pakistan,Hafizabad,PKR,245.0,2016-08-11 11:00:28+00:00,2016-07-26 07:00:00+00:00,2016-09-18 04:30:28+00:00,14.0,8,"#Fabrics, #Parent, #Schooling, #Woman Owned Biz, user_favorite",monthly,2016-08-11,female
725817,500.0,500.0,Personal Housing Expenses,Housing,to buy materials to repair the roof and build a small house.,SV,El Salvador,,USD,81.0,2014-06-16 21:42:25+00:00,2014-05-20 07:00:00+00:00,2014-07-11 00:15:20+00:00,14.0,5,"#Eco-friendly, #Supporting Family, #Sustainable Ag",monthly,2014-06-16,male
714749,250.0,500.0,Agriculture,Agriculture,to plant corn and buy a plot of land.,SV,El Salvador,Usulután,USD,199.0,2014-05-22 16:47:07+00:00,2014-04-25 07:00:00+00:00,,14.0,9,,bullet,2014-05-22,male
1233240,450.0,450.0,General Store,Retail,"to procure items for her store including oil, ghee, sugar, pulses and bakery products.",PK,Pakistan,Gujranwala,PKR,455.0,2017-02-07 05:23:00+00:00,2017-01-10 08:00:00+00:00,2017-03-08 15:21:15+00:00,14.0,17,"#Elderly, #Woman Owned Biz",monthly,2017-02-07,female
863019,500.0,500.0,Food Production/Sales,Food,to buy corn wholesale and lime,SV,El Salvador,,USD,81.0,2015-03-27 18:20:40+00:00,2015-03-20 07:00:00+00:00,2015-05-03 06:35:06+00:00,14.0,17,"#Elderly, #Woman Owned Biz, user_favorite, user_favorite",monthly,2015-03-27,female
1318933,225.0,225.0,Cosmetics Sales,Retail,"to buy lotions for men and women, and to invest in supplies such as vegetables, oil, condiments and more, and to continue producing and selling snacks.",SV,El Salvador,,USD,167.0,2017-06-13 15:41:22+00:00,2017-05-20 07:00:00+00:00,2017-06-14 14:31:12+00:00,8.0,7,"#Woman Owned Biz, user_favorite",monthly,2017-06-13,female
1205492,100.0,100.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,KH,Cambodia,Battambang,KHR,311.0,2016-12-19 02:33:25+00:00,2016-12-02 08:00:00+00:00,2016-12-22 03:47:00+00:00,8.0,4,"#Eco-friendly, #Health and Sanitation, #Technology",monthly,2016-12-19,female
1102515,200.0,200.0,Home Appliances,Personal Use,To buy a water filter to provide safe drinking water for their family.,KH,Cambodia,Kompong Thom,KHR,311.0,2016-06-20 11:06:11+00:00,2016-06-07 07:00:00+00:00,2016-06-28 04:05:42+00:00,8.0,6,"#Technology, #Health and Sanitation, #Eco-friendly",monthly,2016-06-20,female
1219747,350.0,350.0,Tailoring,Services,"her to buy supplies such as fabric, threads, elastic, needles, and buttons.",PK,Pakistan,Gujranwala,PKR,455.0,2017-01-13 06:08:08+00:00,2016-12-20 08:00:00+00:00,2017-02-11 17:40:48+00:00,14.0,14,"#Parent, #Fabrics, #Woman Owned Biz, user_favorite",monthly,2017-01-13,female
1329391,0.0,175.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,KH,Cambodia,Kompong Thom,KHR,311.0,2017-06-29 07:19:10+00:00,2017-06-22 07:00:00+00:00,,8.0,0,"#Technology, #Health and Sanitation, #Eco-friendly",monthly,2017-06-29,female
1159171,400.0,400.0,Poultry,Agriculture,to buy chickens and concentrated feed.,SV,El Salvador,La Unión,USD,199.0,2016-09-27 19:21:11+00:00,2016-09-06 07:00:00+00:00,2016-10-28 06:19:39+00:00,14.0,11,"#Repeat Borrower, #Animals, #Parent, user_favorite",monthly,2016-09-27,male
1159142,200.0,700.0,General Store,Retail,"to purchase a cart to sell french fries and also to purchase products for the little store, such as drinks and candies, among others.",SV,El Salvador,San Miguel,USD,199.0,2016-09-27 17:24:49+00:00,2016-09-13 07:00:00+00:00,,20.0,8,"volunteer_pick, #Elderly, #Repeat Borrower, #Biz Durable Asset, #Parent, #Schooling, #Woman Owned Biz",monthly,2016-09-27,female
978065,475.0,475.0,Sewing,Services,to buy a new Juki sewing machine for her daughter so she can also contribute to their monthly income.,PK,Pakistan,Lahore,PKR,247.0,2015-11-13 05:15:22+00:00,2015-11-06 08:00:00+00:00,2015-11-17 20:45:30+00:00,11.0,16,,irregular,2015-11-13,female
1105483,750.0,750.0,Personal Housing Expenses,Housing,to build a decent latrine for increased sanitation in her house.,KH,Cambodia,"Kampong Thom Province, Sandan District",KHR,204.0,2016-06-24 00:57:32+00:00,2016-05-26 07:00:00+00:00,2016-07-05 14:51:35+00:00,20.0,21,"#Eco-friendly, #Health and Sanitation, #Parent, user_favorite, user_favorite",monthly,2016-06-24,female
955333,650.0,800.0,Agriculture,Agriculture,to purchase organic and chemical fertilizer for his crops and two grazing calves.,SV,El Salvador,El Transito,USD,199.0,2015-09-29 21:17:56+00:00,2015-09-24 07:00:00+00:00,,14.0,9,"user_favorite, #Animals, #Parent",bullet,2015-09-29,male
1310938,100.0,100.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,KH,Cambodia,Kompong Thom,KHR,311.0,2017-05-31 08:33:06+00:00,2017-05-23 07:00:00+00:00,2017-06-10 23:28:23+00:00,8.0,3,"#Eco-friendly, #Technology, #Health and Sanitation",monthly,2017-05-31,female
1198466,125.0,125.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,KH,Cambodia,Takeo,KHR,311.0,2016-12-05 09:35:56+00:00,2016-11-25 08:00:00+00:00,2016-12-18 01:39:16+00:00,8.0,5,"#Eco-friendly, #Health and Sanitation, #Technology",monthly,2016-12-05,female
755189,300.0,300.0,Personal Housing Expenses,Housing,"to buy: cement, bricks, gravel, sand, etc. to build a sink and water tank.",SV,El Salvador,,USD,81.0,2014-08-15 21:09:48+00:00,2014-07-18 07:00:00+00:00,2014-08-24 10:58:32+00:00,14.0,12,,monthly,2014-08-15,female
853705,375.0,375.0,Embroidery,Arts,to purchase a Solar Solution for her embroidery business and increase her productive hours.,PK,Pakistan,Lahore,PKR,421.0,2015-03-11 12:58:25+00:00,2015-03-11 07:00:00+00:00,2015-03-17 13:30:36+00:00,14.0,14,,monthly,2015-03-11,female
1253619,675.0,675.0,Cattle,Agriculture,to buy animal food such as dry food & grass and a baby buffalo for her livestock business.,PK,Pakistan,Muzaffargarh,PKR,247.0,2017-03-09 10:24:45+00:00,2017-02-08 08:00:00+00:00,2017-03-20 03:02:12+00:00,14.0,18,"#Animals, #Parent, #Repeat Borrower",monthly,2017-03-09,female
1074480,300.0,300.0,Auto Repair,Services,"to buy tools, spare parts and furniture for her husband for his auto work shop.",PK,Pakistan,Rawalpindi,PKR,247.0,2016-05-24 11:24:45+00:00,2016-05-23 07:00:00+00:00,2016-06-27 16:18:00+00:00,14.0,11,#Parent,monthly,2016-05-24,female
1145960,125.0,125.0,Home Appliances,Personal Use,To buy a water filter to provide safe drinking water for their family.	,KH,Cambodia,Siem Reap,KHR,311.0,2016-09-06 02:21:12+00:00,2016-08-12 07:00:00+00:00,2016-09-06 22:40:28+00:00,8.0,5,"#Technology, #Eco-friendly, #Health and Sanitation",monthly,2016-09-06,male
795632,350.0,350.0,Flowers,Agriculture,to buy wholesale fertilizer and topsoil.,SV,El Salvador,,USD,81.0,2014-11-07 17:54:50+00:00,2014-10-30 07:00:00+00:00,2014-12-01 03:16:55+00:00,14.0,13,"#Single Parent, #Woman Owned Biz",monthly,2014-11-07,female
706756,950.0,950.0,Farming,Agriculture,to buy fertilizers for her farmland,KH,Cambodia,"Battambang province, Moung Russey district",KHR,204.0,2014-05-07 09:41:20+00:00,2014-04-09 07:00:00+00:00,2014-06-04 19:54:31+00:00,14.0,37,,monthly,2014-05-07,female
1335192,50.0,400.0,Agriculture,Agriculture,to buy agricultural supplies for planting corn and beans.,SV,El Salvador,San Vicente,USD,199.0,2017-07-06 15:39:50+00:00,2017-06-21 07:00:00+00:00,,12.0,2,#Vegan,bullet,2017-07-06,male
1282462,350.0,350.0,Tailoring,Services,"to buy input supplies such as fabric, threads, elastic, needles and buttons.",PK,Pakistan,Sheikhupura,PKR,455.0,2017-04-20 10:10:26+00:00,2017-03-22 07:00:00+00:00,2017-05-26 05:37:18+00:00,14.0,12,"#Fabrics, #Parent, #Woman Owned Biz, user_favorite, user_favorite",monthly,2017-04-20,female
922723,800.0,800.0,Livestock,Agriculture,purchase a pair fo oxen,SV,El Salvador,Usulután,USD,199.0,2015-07-24 16:23:51+00:00,2015-07-16 07:00:00+00:00,2015-09-01 14:12:57+00:00,26.0,28,"#Animals, #Biz Durable Asset, #Single",irregular,2015-07-24,male
1249821,200.0,200.0,Home Appliances,Personal Use,To buy a water filter to provide safe drinking water for their family.,KH,Cambodia,Takeo,KHR,311.0,2017-03-03 02:48:38+00:00,2017-02-21 08:00:00+00:00,2017-03-08 23:58:17+00:00,8.0,5,"#Eco-friendly, #Health and Sanitation, #Technology",monthly,2017-03-03,female
668843,175.0,175.0,Farming,Agriculture,to purchase potato seeds and fertilizers for potato cultivation.,IN,India,Dhupguri,INR,334.0,2014-02-12 11:44:53+00:00,2014-01-21 08:00:00+00:00,2014-03-02 01:23:30+00:00,43.0,7,,bullet,2014-02-12,female
699296,275.0,275.0,Clothing Sales,Clothing,to buy different types of clothes for resale.,PK,Pakistan,Rawalpindi,PKR,247.0,2014-04-18 07:53:34+00:00,2014-03-31 07:00:00+00:00,2014-05-17 19:58:48+00:00,13.0,7,"#Woman Owned Biz, #Single Parent, #Fabrics",irregular,2014-04-18,female
955038,375.0,500.0,Beauty Salon,Services,to buy beauty products and instruments for her beauty salon.,PK,Pakistan,Lahore,PKR,247.0,2015-09-29 10:00:50+00:00,2015-09-16 07:00:00+00:00,,12.0,11,"#Parent, #Woman Owned Biz",irregular,2015-09-29,female
1253157,175.0,175.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,KH,Cambodia,Takeo,KHR,311.0,2017-03-09 01:34:11+00:00,2017-02-21 08:00:00+00:00,2017-03-12 14:06:10+00:00,8.0,7,"#Eco-friendly, #Health and Sanitation, #Technology",monthly,2017-03-09,female
1220726,200.0,200.0,Laundry,Services,to expand her laundry services by purchasing a new machine and necessary cleaning detergents.,IN,India,Jhabua,INR,428.0,2017-01-16 07:10:52+00:00,2016-12-26 08:00:00+00:00,2017-01-16 22:01:06+00:00,14.0,7,"#Parent, #Woman Owned Biz, user_favorite",monthly,2017-01-16,female
1232277,200.0,200.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,KH,Cambodia,Oddar Meanchey,KHR,311.0,2017-02-06 03:59:18+00:00,2017-01-23 08:00:00+00:00,2017-02-06 14:52:15+00:00,8.0,3,"#Eco-friendly, #Health and Sanitation, #Technology",monthly,2017-02-06,female
944427,300.0,300.0,Personal Housing Expenses,Housing,"to invest in sheeting, rods, and nails, to make repairs on her home.",SV,El Salvador,,USD,81.0,2015-09-07 17:55:16+00:00,2015-08-18 07:00:00+00:00,2015-09-29 09:02:55+00:00,20.0,11,"#Health and Sanitation, #Parent, #Supporting Family",monthly,2015-09-07,female
1217969,100.0,100.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,KH,Cambodia,Oddar Meanchey,KHR,311.0,2017-01-10 06:15:05+00:00,2016-12-22 08:00:00+00:00,2017-01-18 14:40:10+00:00,8.0,4,,monthly,2017-01-10,female
1152714,200.0,200.0,Home Appliances,Personal Use,To buy a water filter to provide safe drinking water for their family.		,KH,Cambodia,Takeo,KHR,311.0,2016-09-19 08:21:29+00:00,2016-09-07 07:00:00+00:00,2016-09-20 04:54:48+00:00,8.0,8,"#Health and Sanitation, #Eco-friendly, #Technology",monthly,2016-09-19,female
713922,200.0,200.0,Agriculture,Agriculture,"to buy fertilizer, seeds, pesticides and herbicides.",SV,El Salvador,Ciudad El Triunfo,USD,199.0,2014-05-21 18:18:49+00:00,2014-05-07 07:00:00+00:00,2014-06-03 09:37:38+00:00,13.0,3,,bullet,2014-05-21,male
1062836,250.0,250.0,Dairy,Agriculture,to buy a dairy cow to take advantage of the remains of his agricultural crop.,SV,El Salvador,Ciudad El Triunfo,USD,199.0,2016-04-29 13:24:09+00:00,2016-04-21 07:00:00+00:00,2016-05-10 08:45:57+00:00,14.0,3,"volunteer_pick, #Animals, #Biz Durable Asset, #Parent, #Interesting Photo",bullet,2016-04-29,male
771429,800.0,800.0,Beauty Salon,Services,To buy materials to support her hair and nail design.,KH,Cambodia,"Kampong Cham province, Prey Chhor district",USD,204.0,2014-09-19 01:51:16+00:00,2014-08-21 07:00:00+00:00,2014-10-28 12:18:32+00:00,26.0,28,"#Parent, #First Loan",monthly,2014-09-19,female
1237149,300.0,300.0,Clothing Sales,Clothing,"to invest in her clothing business and sell more sarees, shirts, salwar kameez etc.",IN,India,Rayagada,INR,428.0,2017-02-13 11:48:54+00:00,2017-02-02 08:00:00+00:00,2017-02-17 22:25:14+00:00,20.0,8,"#Fabrics, user_favorite, user_favorite, #Woman Owned Biz",monthly,2017-02-13,female
656413,775.0,775.0,Farming,Agriculture, to buy fertilizer for her cassava.,KH,Cambodia,"Kampong Cham province, Ponhea Krek district",KHR,204.0,2014-01-12 08:35:40+00:00,2013-12-13 08:00:00+00:00,2014-01-15 17:58:11+00:00,26.0,24,"#Repeat Borrower, #Vegan, user_favorite",monthly,2014-01-12,female
679842,600.0,600.0,Auto Repair,Services,"to buy brake pads, oil, spark plugs, mirrors, light bulbs, and other things.",SV,El Salvador,,USD,167.0,2014-03-05 17:32:05+00:00,2014-02-13 08:00:00+00:00,2014-03-27 03:28:53+00:00,17.0,24,#Single,monthly,2014-03-05,male
1092577,450.0,450.0,Poultry,Agriculture,to buy more chickens to fatten and to build a better chicken pen for her animals.,SV,El Salvador,Jiquilisco,USD,199.0,2016-05-31 18:05:19+00:00,2016-05-19 07:00:00+00:00,2016-06-19 16:49:26+00:00,14.0,17,"#Animals, #Woman Owned Biz, #Biz Durable Asset",monthly,2016-05-31,female
1117414,300.0,300.0,Tailoring,Services,"to purchase raw material including cloth, colorful threads needles, buttons and laces for cloth stitching.",PK,Pakistan,Sialkot,PKR,455.0,2016-07-16 11:33:45+00:00,2016-06-29 07:00:00+00:00,2016-07-30 18:17:07+00:00,14.0,9,"#Fabrics, #Parent, #Woman Owned Biz",monthly,2016-07-16,female
1208976,275.0,275.0,Food Production/Sales,Food,to buy more varieties of sweets to sell.,IN,India,Burdwan,INR,428.0,2016-12-22 09:44:36+00:00,2016-11-26 08:00:00+00:00,2016-12-27 11:13:57+00:00,14.0,4,,monthly,2016-12-22,female
1015266,300.0,300.0,Clothing Sales,Clothing,to help her husband to increase his cloth business,PK,Pakistan,Rawalpindi,PKR,247.0,2016-01-28 08:57:40+00:00,2016-01-18 08:00:00+00:00,2016-02-27 18:22:36+00:00,13.0,10,#Parent,monthly,2016-01-28,female
669370,250.0,250.0,Wholesale,Wholesale,To buy different types of rice in bulk for her son's business.,PK,Pakistan,Rawalpindi,PKR,247.0,2014-02-13 11:32:11+00:00,2014-02-12 08:00:00+00:00,2014-02-16 09:47:21+00:00,11.0,10,"#Elderly, #Parent, user_favorite, #Supporting Family",irregular,2014-02-13,female
1327397,125.0,125.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,KH,Cambodia,Battambang,KHR,311.0,2017-06-26 06:43:34+00:00,2017-06-19 07:00:00+00:00,2017-07-08 19:30:03+00:00,8.0,5,"#Eco-friendly, #Health and Sanitation, #Technology, #Technology, #Health and Sanitation, #Eco-friendly",monthly,2017-06-26,female
787132,500.0,500.0,Fish Selling,Food,to buy more fish to resell,KH,Cambodia,Kampong Speu Province,USD,9.0,2014-10-22 08:27:44+00:00,2014-09-30 07:00:00+00:00,2014-10-28 13:36:53+00:00,21.0,11,user_favorite,monthly,2014-10-22,female
1311077,325.0,325.0,Personal Housing Expenses,Housing,to construct a toilet and access basic sanitation facilites.,IN,India,Bhadrak,INR,428.0,2017-05-31 09:40:15+00:00,2017-05-10 07:00:00+00:00,2017-06-13 16:32:37+00:00,14.0,11,"#Eco-friendly, #Eco-friendly, #Health and Sanitation",monthly,2017-05-31,female
1101056,300.0,300.0,Tailoring,Services,To purchase a quality sewing machine for her daughter's business.,PK,Pakistan,Gujrat,PKR,455.0,2016-06-17 06:11:43+00:00,2016-05-18 07:00:00+00:00,2016-07-21 14:05:26+00:00,14.0,12,"#Fabrics, #Elderly, #Biz Durable Asset, #Woman Owned Biz, user_favorite",monthly,2016-06-17,female
731709,425.0,425.0,Animal Sales,Agriculture,to purchase more baby goats.,PK,Pakistan,Faisalabad,PKR,245.0,2014-06-27 11:21:39+00:00,2014-05-27 07:00:00+00:00,2014-07-10 15:57:16+00:00,14.0,12,"#Animals, #Repeat Borrower, #Woman Owned Biz",monthly,2014-06-27,female
1202461,125.0,125.0,Fruits & Vegetables,Food,"to buy tomatoes, potatoes, onions, okra, and other vegetables.",IN,India,Alirajpur,INR,428.0,2016-12-13 04:29:27+00:00,2016-12-07 08:00:00+00:00,2016-12-18 15:23:10+00:00,13.0,5,user_favorite,monthly,2016-12-13,female
1138549,175.0,175.0,Home Appliances,Personal Use,To buy a water filter to provide safe drinking water for their family.,KH,Cambodia,Kampong Speu,KHR,311.0,2016-08-24 06:43:53+00:00,2016-08-19 07:00:00+00:00,2016-09-06 20:45:32+00:00,8.0,7,"#Technology, #Eco-friendly, #Health and Sanitation",monthly,2016-08-24,male
1022985,500.0,500.0,Fruits & Vegetables,Food,to buy more fruits and vegetables wholesale.,SV,El Salvador,,USD,81.0,2016-02-15 21:50:21+00:00,2016-02-13 08:00:00+00:00,2016-02-18 14:20:08+00:00,14.0,16,,monthly,2016-02-15,female
1256072,500.0,500.0,Beauty Salon,Services,"to buy hair care products, skin products and hair rollers to service more customers and gain profits to build her own house.",PK,Pakistan,Mansehra,PKR,245.0,2017-03-13 11:57:38+00:00,2017-03-03 08:00:00+00:00,2017-03-31 17:33:21+00:00,14.0,2,"#Woman Owned Biz, user_favorite, user_favorite",monthly,2017-03-13,female
910427,600.0,600.0,Agriculture,Agriculture,to buy seeds and pay for manual labour and manure.,SV,El Salvador,,USD,81.0,2015-06-29 21:16:28+00:00,2015-06-27 07:00:00+00:00,2015-07-22 10:28:39+00:00,11.0,23,"#Repeat Borrower, #Vegan, #Supporting Family, user_favorite",bullet,2015-06-29,male
748240,500.0,500.0,Farming,Agriculture,"to purchase bamboo, wood, string, nails, saplings, manure, and pesticide",IN,India,"South 24 Parganas, West Bengal",INR,347.0,2014-08-01 10:16:47+00:00,2014-10-29 07:00:00+00:00,2014-08-17 12:59:10+00:00,43.0,16,"#Post-disbursed, #Parent",bullet,2014-08-01,female
1011322,400.0,400.0,Arts,Arts,"to buy leather, soles, buckles, fabric, among other tools necessary for the production of handbags and sandals",SV,El Salvador,,USD,81.0,2016-01-20 21:32:52+00:00,2015-12-21 08:00:00+00:00,2016-01-24 00:41:25+00:00,14.0,15,,monthly,2016-01-20,female
1237775,125.0,125.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,KH,Cambodia,Pursat,KHR,311.0,2017-02-14 06:25:45+00:00,2017-01-22 08:00:00+00:00,2017-02-19 11:18:34+00:00,8.0,5,"#Eco-friendly, #Health and Sanitation, #Technology",monthly,2017-02-14,female
1047200,125.0,125.0,Home Appliances,Personal Use,To buy a water filter to provide safe drinking water for their family.,KH,Cambodia,Kampot,KHR,311.0,2016-03-31 05:26:16+00:00,2016-03-25 07:00:00+00:00,2016-04-21 06:25:04+00:00,9.0,5,"#Eco-friendly, #Health and Sanitation, #Technology",irregular,2016-03-31,female
1162448,100.0,100.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,KH,Cambodia,Kampot,KHR,311.0,2016-10-04 09:12:55+00:00,2016-09-18 07:00:00+00:00,2016-10-21 01:13:42+00:00,8.0,4,"#Eco-friendly, #Technology, #Health and Sanitation, user_favorite",monthly,2016-10-04,female
814563,100.0,100.0,Home Appliances,Personal Use,To build a decent latrine.,KH,Cambodia,"Kampong Speu Province, Borset District ",KHR,204.0,2014-12-15 06:27:39+00:00,2014-11-25 08:00:00+00:00,2014-12-17 17:56:54+00:00,20.0,4,,monthly,2014-12-15,female
1138624,200.0,200.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for his family.,KH,Cambodia,Kampot,KHR,311.0,2016-08-24 07:35:27+00:00,2016-08-12 07:00:00+00:00,2016-09-03 07:33:10+00:00,8.0,5,"#Technology, #Eco-friendly, #Health and Sanitation",monthly,2016-08-24,female
948464,600.0,600.0,Cosmetics Sales,Retail,"buy lotions, creams, cosmetics etc.",SV,El Salvador,,USD,167.0,2015-09-16 16:49:35+00:00,2015-08-26 07:00:00+00:00,2015-10-18 23:10:29+00:00,14.0,9,"#Single, #Woman Owned Biz, user_favorite, user_favorite",monthly,2015-09-16,female
981041,250.0,250.0,Fruits & Vegetables,Food,to buy corn on the cob wholesale in order to fulfill the requests of his customers,SV,El Salvador,,USD,81.0,2015-11-18 21:23:12+00:00,2015-10-21 07:00:00+00:00,2015-12-19 01:18:57+00:00,14.0,6,"#Parent, #Vegan",monthly,2015-11-18,male
847865,125.0,125.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,KH,Cambodia,Prey Veng,KHR,311.0,2015-02-27 06:06:04+00:00,2015-02-14 08:00:00+00:00,2015-03-04 15:26:22+00:00,8.0,1,,monthly,2015-02-27,female
830333,225.0,225.0,Personal Housing Expenses,Housing,to construct a retaining wall for her home.,SV,El Salvador,Ciudad Barrios,USD,199.0,2015-01-20 15:47:33+00:00,2015-01-14 08:00:00+00:00,2015-01-25 22:14:14+00:00,14.0,9,user_favorite,monthly,2015-01-20,female
888605,450.0,450.0,Embroidery,Arts,"to buy raw materials such as thread, sequins and pearls in large quantities to meet the increasing demand time after time",PK,Pakistan,Mustafabad,PKR,245.0,2015-05-20 11:34:26+00:00,2015-04-24 07:00:00+00:00,2015-05-23 13:43:13+00:00,14.0,9,"#Fabrics, #Woman Owned Biz, #Elderly, user_favorite",monthly,2015-05-20,female
764188,100.0,500.0,Grocery Store,Food,"to buy eggs, basic grains, coffee, oil, candy, drinks etc.",SV,El Salvador,,USD,81.0,2014-09-04 17:21:54+00:00,2014-08-19 07:00:00+00:00,,20.0,3,"#Elderly, #Woman Owned Biz",monthly,2014-09-04,male
1206071,400.0,400.0,Tailoring,Services,"to purchase raw materials including cloth, colorful threads, needles, buttons and laces.",PK,Pakistan,Gujranwala,PKR,455.0,2016-12-19 10:44:39+00:00,2016-11-24 08:00:00+00:00,2017-01-21 14:37:02+00:00,14.0,12,"#Fabrics, #Woman Owned Biz, #Supporting Family",monthly,2016-12-19,female
973726,800.0,800.0,Food Production/Sales,Food,"to buy milk, flour, oatmeal, cocoa, sugar, and other items.",SV,El Salvador,,USD,81.0,2015-11-04 22:54:06+00:00,2015-10-20 07:00:00+00:00,2015-12-09 20:09:23+00:00,14.0,19,#Woman Owned Biz,monthly,2015-11-04,female
1008952,600.0,600.0,Personal Housing Expenses,Housing,"to buy cement, sand, gravel, bricks and rebar to build a cistern / wash basin in her home.",SV,El Salvador,,USD,81.0,2016-01-15 16:55:08+00:00,2015-12-18 08:00:00+00:00,2016-01-18 17:17:45+00:00,20.0,22,"#Elderly, #Health and Sanitation, #Repeat Borrower, user_favorite",monthly,2016-01-15,female
669083,500.0,500.0,Higher education costs,Education,to pay for his educational fees and to buy some materials to support his courses.,KH,Cambodia,Ratanak Kiri,USD,106.0,2014-02-13 02:54:36+00:00,2014-01-17 08:00:00+00:00,2014-02-17 19:02:03+00:00,29.0,20,"#Schooling, user_favorite",monthly,2014-02-13,male
943060,200.0,600.0,Fish Selling,Food,to purchase shellfish in bulk.,SV,El Salvador,,USD,81.0,2015-09-03 18:08:50+00:00,2015-08-29 07:00:00+00:00,,21.0,5,#Woman Owned Biz,monthly,2015-09-03,female
